id,Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
303,https://images.unsplash.com/photo-1703934169695-9c91c8bc69c3?q=100&w=2000&auto=format&fit=crop,"A beautiful view of a giraffe walking through the savannah at sunrise, surrounded by tall trees and golden grass. The warm sunlight creates a peaceful and magical atmosphere.",Tanzania,Sunny,Morning,Summer,Safari,
304,https://www.britannica.com/topic/Colosseum#/media/1/126613/213168,"The Colosseum in Rome on a bright day. I have been there before, but I would love to go again to walk around the ancient arena and feel the history.",Italy,Sunny,Afternoon,Summer,Sightseeing,Nostalgia
305,https://media.worldnomads.com/travel-safety/switzerland/lauterbrunnen-valley-switzerland-gettyimages-1024638132.jpg,"Lauterbrunnen Valley in Switzerland with steep cliffs, waterfalls, and green meadows. I have visited Switzerland before, but I want to go back and hike in views like this again.",Switzerland,Sunny,Morning,Summer,Hiking,Happiness
306,https://images.travelandleisureasia.com/wp-content/uploads/sites/2/2024/02/15094015/kirkjufell.jpeg,"Kirkjufell mountain and the nearby water in Iceland, with soft light and dramatic clouds that make it look like a fantasy landscape.",Iceland,Cloudy,Afternoon,Summer,Sightseeing,Adventure
307,https://www.royalcaribbean.com/media-assets/pmc/content/dam/shore-x/santorini-jtr/soc2-pyrgos-village-and-fira-town-with-wine-tasting/stock-photo-fira-town-volcano-sea-santorini_149799614.jpg?w=1440,"View of Santorini in Greece, with white buildings and blue rooftops overlooking the sea and volcano, showing the classic romantic island scenery.",Greece,Sunny,Afternoon,Summer,Sightseeing,Romance
308,https://content.skyscnr.com/m/568f675d639d94c4/original/malta-sea-pixabay.jpg?resize=1224%3Aauto,"Rocky coastline and blue sea in Malta, with clear water and bright daylight that makes it look like a perfect place to explore and swim.",Malta,Sunny,Afternoon,Summer,Sightseeing,Curiosity
309,https://www.learnersandmakers.com/wp-content/uploads/2025/01/One-Piece-Statues-Kumamoto-Japan-Luffy.jpg,"Statue of Luffy from One Piece in Kumamoto, Japan, surrounded by greenery. I chose it because I want to visit Japan and see anime and One Piece figures in real life.",Japan,Sunny,Afternoon,Spring,Sightseeing,Excitement
310,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2015/10/15/1444924070811/a62dee1f-766d-4a1f-afd5-6d0fc138c4db-2060x1236.jpeg?width=700&quality=85&auto=format&fit=max&s=b75e2b604cc7568050681ca1c370b2ed,"Coastal view in Lebanon with the sea, rocks, and city buildings in the distance, showing a mix of nature and urban life.",Lebanon,Sunny,Afternoon,Summer,Sightseeing,Nostalgia
311,https://www.sunsiyam.com/media/qnfnzgmq/ssiv_general_04.jpg?width=782&height=521&mode=max,"Resort in the Maldives with villas over the water, palm trees, and a calm ocean, looking like the perfect place to relax by the beach.",Maldives,Sunny,Afternoon,Winter,Relaxing,Romance
312,https://images.squarespace-cdn.com/content/v1/5f1ab4309bd4b45e29ec3e4b/f9538766-163e-4539-8dc1-4f7b648f619f/Woman+hiking+mountains%2C+Giant%27s+Castle+South+Africa%2C+Central+Drakensberg%2C+KZN%2C+SA.jpeg?format=2500w,This image shows a hiker standing in the middle of mountains in a place called Drakensberg in South Africa. I chose this place because of the contemplation feeling in it.,South Africa,Sunny,Morning,Spring,Hiking,Adventure
313,https://images.pexels.com/photos/13922502/pexels-photo-13922502.jpeg?_gl=1*15lmuyz*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NTY5MDQkbzEkZzEkdDE3NjQ5NTcwNzkkajU5JGwwJGgw,this is a photo of a little Palestinian girl that is smiling in front of the dome of the rock in Jerusalem Palestine. i chose this place cause it is a place that brings memories to me,Palestine,Cloudy,Afternoon,Fall,No Activity,Nostalgia
314,https://images.pexels.com/photos/1369212/pexels-photo-1369212.jpeg?_gl=1*1cfp1z4*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NTY5MDQkbzEkZzEkdDE3NjQ5NTc3NjEkajI3JGwwJGgw,this is a photo of a visiter that is standing in front of pyramids in Egypt in the middle of the day and i chose this place cause it is a place that i really want to visit,Egypt,Sunny,Morning,Summer,Sightseeing,Curiosity
315,https://images.pexels.com/photos/12575878/pexels-photo-12575878.jpeg?_gl=1*vu550*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NTY5MDQkbzEkZzEkdDE3NjQ5NTgyMjAkajQ5JGwwJGgw,this photo of two people that are skydiving in Switzerland and i choose this place because it is a place i want to visit,Switzerland,Sunny,Morning,Spring,Skydiving,Adventure
316,https://images.pexels.com/photos/2067057/pexels-photo-2067057.jpeg?_gl=1*zy735i*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NTY5MDQkbzEkZzEkdDE3NjQ5NTg0ODAkajEkbDAkaDA,this photo shows people standing and cars moving in night in a street in Tokyo and I chose this place cause it is a place that i want to visit,Japan,Rainy,Evening,Winter,No Activity,Happiness
317,https://images.pexels.com/photos/34988677/pexels-photo-34988677.jpeg?_gl=1*1bcs8sa*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NTY5MDQkbzEkZzEkdDE3NjQ5NTkxNjIkajU1JGwwJGgw,this is a photo of a group of people and animals that looks like they are skiing on snow in Russia and I chose this place cause i want to try skydiving when visiting Russia,Russia,Snowy,Afternoon,Winter,Skiing,Adventure
318,https://images.pexels.com/photos/18602876/pexels-photo-18602876.jpeg?_gl=1*1uw76gn*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NjE4MTMkbzIkZzEkdDE3NjQ5NjIwNDkkajQ2JGwwJGgw,this photo is a photo for a place called the Roman Colosseum that was a place for the entertainment events. and i chose this place cause it is one of the seven wonders of the world,Italy,Sunny,Afternoon,Summer,No Activity,Curiosity
319,https://images.pexels.com/photos/32852130/pexels-photo-32852130.jpeg?_gl=1*10u1do0*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NjE4MTMkbzIkZzEkdDE3NjQ5NjI1ODUkajckbDAkaDA.,this is a photo of large stone statues called Maoi they were created to honor important ancestors or chiefs. It is an island in the Pacific Ocean and it is follows the country of Chile in South America and i chose this place cause it is one of the sites that i really want to see in the future,Chile,Cloudy,Afternoon,Fall,No Activity,Adventure
320,https://i.pinimg.com/1200x/ad/a8/a5/ada8a502e3700612a2a27e1364696c51.jpg,this is a photo of a place that is called the Socotra Island that is in Yemen and the tree in the photo is called a Dragon blood tree and i chose this place cause it fascinates me,Yemen,Sunny,Afternoon,Summer,Hiking,Adventure
321,https://www.visitscotland.com/binaries/content/gallery/visitscotland/cms-images/2024/09/12/glasgow-skyline,"A warm evening skyline of Glasgow with historic towers and green landscapes glowing under golden light. I chose this image because it highlights the cities mix of culture, architecture, and peaceful nature.",United Kingdom (Scotland),Sunny,Afternoon,Summer,Sightseeing,Happiness
322,https://i.pinimg.com/1200x/4b/02/79/4b0279258464bdf3037ffbbfde9de0ac.jpg,"A stunning view of the Alhambra overlooking Granada at golden hour, with warm sunlight in the background. I chose this image because it captures the perfect blend of history, architecture, and natural beauty.",Spain,Sunny,Afternoon,Spring,Sightseeing,Curiosity
323,https://i.pinimg.com/1200x/3d/e6/b9/3de6b92e0133c36d2bfe8bcaa9a1cbc0.jpg,"A breathtaking view of Ibb's green mountains wrapped in mist, with terraced fields and scattered traditional homes. I chose this image because it shows the calm, peaceful nature of Yemen highlands and their unique beauty.",Yemen,Rainy,Morning,Winter,Hiking,Happiness
325,https://www.insightvacations.com/wp-content/uploads/2023/06/jair-garciaferro-oKvTO3WdxKY-unsplash.jpg,"An elevated view of Machu Picchu nestled high in the Andes, with ancient stone terraces, and dramatic green valleys. I chose this image because it captures the mystery, history, and breathtaking nature of the Incan ruins.",Peru,Cloudy,Morning,Spring,Hiking,Adventure
326,https://static1.evcdn.net/images/reduction/873426_w-3840_h-2400_q-70_m-crop.jpg,"A vibrant night view of Tokyo's skyline, with glowing neon lights, modern skyscrapers, and the iconic Tokyo Tower rising above the city. I chose this image because it captures the energetic, futuristic atmosphere that makes Tokyo unique.",Japan,Cloudy,Afternoon,Winter,Sightseeing,Excitement
327,https://televisionofnomads.com///wp-content/uploads/2017/04/things-to-do-in-jeju-island-korea-spring-1-of-1.jpg,"A bright spring view of Jeju Island, with blooming yellow canola flowers surrounding the walking path and the deep blue sea in the background. I chose this image because it shows Jeju's peaceful nature and its famous spring landscapes.",South Korea,Sunny,Morning,Spring,Relaxing,Happiness
328,https://www.qantas.com/content/dam/travelinsider/images/trending/eiffel-tower-park/eiffel-one.jpg,"Eiffel Tower in Paris, an iconic symbol of romance and French culture. I've always dreamed of seeing it lit up at night.",France,Sunny,Afternoon,Summer,Sightseeing,Romance
329,https://wallup.net/wp-content/uploads/2018/09/25/596155-Mount_Fuji-Japan-landscape.jpg,"Mount Fuji viewed from Lake Kawaguchi, a serene and spiritual symbol of Japan.",Japan,Sunny,Morning,Spring,Sightseeing,Curiosity
330,https://cdn.outrank.so/64a3d97a-e53a-4b2c-aa31-14ff29f7248e/f1ace59c-1360-4727-a680-cefab2d8bc07/machu-picchu-luxury-tours-mountain-lodge.jpg,"Machu Picchu, Peru – a mystical Incan city high in the Andes mountains, inspiring awe and adventure.",Peru,Cloudy,Afternoon,Fall,Hiking,Adventure
331,https://content.paulreiffer.com/wp-content/uploads/2014/12/Stone-And-Steel-New-York-City-Brooklyn-Bridge-Freedom-Tower-One-World-Trade-Center-Financial-District-FiDi-Manhattan-Long-Exposure-Night-Sunset-Lights-Cityscape-Paul-Reiffer-Photographer@2x.jpg,New York City skyline – the vibrant energy of the city that never sleeps.,USA,Cloudy,Evening,Winter,Sightseeing,Excitement
332,https://www.girlabouttheglobe.com/wp-content/uploads/2021/09/Santorini-scaled.jpg,"Santorini, Greece – the stunning white buildings with blue domes over the Aegean Sea evoke peace and love.",Greece,Sunny,Evening,Summer,Relaxing,Romance
333,https://cdn.getyourguide.com/img/location/54579533dad83.jpeg/88.jpg,"Cappadocia, Turkey – floating in a hot air balloon over fairy chimneys looks magical.",Turkey,Sunny,Morning,Fall,Sightseeing,Adventure
334,https://cdn1.matadornetwork.com/blogs/1/2023/06/Monastery-Petra-Jordan.jpg,"Petra, Jordan – the rose-red ancient city carved into rock, full of history and mystery.",Jordan,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
335,https://cdn.shortpixel.ai/spai/q_lossy+ret_img+to_webp/https://funworldfacts.com/wp-content/uploads/2023/06/victoria-falls-gorge.jpg,Victoria Falls on the border of Zimbabwe and Zambia – one of the largest and most powerful waterfalls on Earth.,Zimbabwe/Zambia,Rainy,Afternoon,Summer,Sightseeing,Excitement
337,https://www.adotrip.com/public/images/internationalarea/master_images/62f376ab6888a-Maldives_Attractions.jpg,"A stunning sunset view of Maldives overwater villas surrounded by crystal-clear turquoise water and palm-covered beaches. I chose this image because it reflects the peaceful, luxurious, and dream-like beauty of the islands.",Maldives,Sunny,Evening,Summer,Relaxing,Romance
338,https://cdn.urlaubsguru.at/wp-content/uploads/2018/05/Rio-de-Janeiro-shutterstock_146673245-1.jpg,"A breathtaking panoramic view of Rio de Janeiro at sunset, with Sugarloaf Mountain, bright city lights, and scattered boats reflecting on the peaceful bay. I chose this image because it captures the city's tropical beauty and lively coastal atmosphere.",Brazil,Sunny,Evening,Summer,Sightseeing,Adventure
339,"https://media.myswitzerland.com/image/fetch/c_lfill,g_auto,w_3200,h_1800/f_auto,q_80,fl_keep_iptc/https://www.myswitzerland.com/-/media/st/gadmin/images/cities/winter/cities/zuerich_st0032657_web_36236.jpg","A peaceful winter evening view of Zurichs old town, with snow-covered rooftops, glowing street lights, and the river reflecting the citys charm. I chose this image because it captures Zurichs cozy and magical winter atmosphere.",Switzerland,Snowy,Evening,Winter,Sightseeing,Happiness
340,https://cdn.thecrazytourist.com/wp-content/uploads/2019/12/ccimage-shutterstock_572091868.jpg,"A vibrant sunset view of Marrakech with the Koutoubia Mosque glowing beneath dramatic clouds. I chose this image because it highlights the citys rich culture, warm colors, and lively public atmosphere.",Morocco,Sunny,Evening,Fall,Sightseeing,Adventure
